"business_id","date","ViolationTypeID","risk_category","description"
70983,"20140502",103120,"Moderate Risk","Moderate risk food holding temperature "
70983,"20140502",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70983,"20140502",103142,"Low Risk","Unclean nonfood contact surfaces"
70983,"20121130",103105,"High Risk","Improper cooling methods"
70983,"20121210",103120,"Moderate Risk","Moderate risk food holding temperature "
70983,"20121130",103102,"High Risk","Unclean hands or improper use of gloves"
70983,"20121130",103103,"High Risk","High risk food holding temperature "
70983,"20121130",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70993,"20130923",103120,"Moderate Risk","Moderate risk food holding temperature "
70993,"20140325",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
70993,"20140325",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70993,"20130312",103162,"Low Risk","Other low risk violation"
70993,"20130312",103157,"Low Risk","Food safety certificate or food handler card not available"
70996,"20150224",103161,"Low Risk","Low risk vermin infestation"
70996,"20150224",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70996,"20150224",103139,"Low Risk","Improper food storage"
70996,"20150224",103133,"Moderate Risk","Foods not protected from contamination"
70996,"20150224",103142,"Low Risk","Unclean nonfood contact surfaces"
70996,"20150805",103132,"Moderate Risk","Improper thawing methods "
70996,"20150805",103145,"Low Risk","Improper storage of equipment utensils or linens"
70996,"20150805",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70996,"20150805",103147,"Low Risk","Inadequate ventilation or lighting"
70996,"20150805",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70996,"20150805",103131,"Moderate Risk","Moderate risk vermin infestation"
70996,"20150805",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70996,"20150805",103120,"Moderate Risk","Moderate risk food holding temperature "
70996,"20140401",103147,"Low Risk","Inadequate ventilation or lighting"
70996,"20140401",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70996,"20140401",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70996,"20140401",103157,"Low Risk","Food safety certificate or food handler card not available"
70996,"20140401",103139,"Low Risk","Improper food storage"
70996,"20121221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70996,"20121221",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71008,"20131205",103120,"Moderate Risk","Moderate risk food holding temperature "
71008,"20131205",103132,"Moderate Risk","Improper thawing methods "
71008,"20131205",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71008,"20130603",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71008,"20130603",103132,"Moderate Risk","Improper thawing methods "
71008,"20130603",103142,"Low Risk","Unclean nonfood contact surfaces"
71008,"20130603",103133,"Moderate Risk","Foods not protected from contamination"
71008,"20140605",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71008,"20140605",103139,"Low Risk","Improper food storage"
71008,"20140605",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71012,"20131029",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71012,"20131105",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71012,"20131105",103120,"Moderate Risk","Moderate risk food holding temperature "
71012,"20131029",103145,"Low Risk","Improper storage of equipment utensils or linens"
71012,"20131029",103139,"Low Risk","Improper food storage"
71012,"20131029",103132,"Moderate Risk","Improper thawing methods "
71012,"20131029",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71012,"20131029",103103,"High Risk","High risk food holding temperature "
71012,"20131029",103142,"Low Risk","Unclean nonfood contact surfaces"
71012,"20121128",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71012,"20130102",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71012,"20130102",103103,"High Risk","High risk food holding temperature "
71012,"20130102",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
71012,"20130102",103132,"Moderate Risk","Improper thawing methods "
71012,"20130102",103133,"Moderate Risk","Foods not protected from contamination"
71012,"20130102",103141,"Low Risk","Improper food labeling or menu misrepresentation"
71012,"20141021",103108,"High Risk","Contaminated or adulterated food"
71012,"20141021",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71012,"20141021",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71012,"20141021",103142,"Low Risk","Unclean nonfood contact surfaces"
71012,"20141021",103138,"Low Risk","Improper storage use or identification of toxic substances"
71012,"20141021",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
71012,"20141021",103103,"High Risk","High risk food holding temperature "
71012,"20141021",103131,"Moderate Risk","Moderate risk vermin infestation"
71031,"20140402",103107,"High Risk","Improper reheating of food"
71031,"20140402",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71031,"20121204",103142,"Low Risk","Unclean nonfood contact surfaces"
71034,"20140305",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71034,"20140305",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71034,"20140305",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71034,"20130124",103118,"Moderate Risk","Employee eating or smoking"
71034,"20130124",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71034,"20130124",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71034,"20130124",103120,"Moderate Risk","Moderate risk food holding temperature "
71034,"20130124",103135,"Low Risk","No person in charge of food facility"
71034,"20130124",103102,"High Risk","Unclean hands or improper use of gloves"
71042,"20131003",103120,"Moderate Risk","Moderate risk food holding temperature "
71042,"20131003",103156,"Low Risk","Permit license or inspection report not posted"
71042,"20140328",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71042,"20130405",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71042,"20141001",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71056,"20150313",103133,"Moderate Risk","Foods not protected from contamination"
71056,"20150313",103120,"Moderate Risk","Moderate risk food holding temperature "
71056,"20131112",103142,"Low Risk","Unclean nonfood contact surfaces"
71056,"20140527",103142,"Low Risk","Unclean nonfood contact surfaces"
71056,"20130122",103150,"Low Risk","Improper or defective plumbing"
71057,"20150313",103120,"Moderate Risk","Moderate risk food holding temperature "
71057,"20150313",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71057,"20131118",103120,"Moderate Risk","Moderate risk food holding temperature "
71057,"20131118",103157,"Low Risk","Food safety certificate or food handler card not available"
71057,"20131118",103133,"Moderate Risk","Foods not protected from contamination"
71057,"20131118",103142,"Low Risk","Unclean nonfood contact surfaces"
71057,"20140527",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
71057,"20140527",103145,"Low Risk","Improper storage of equipment utensils or linens"
71057,"20140527",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71057,"20130122",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71057,"20130122",103132,"Moderate Risk","Improper thawing methods "
71057,"20130122",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
71058,"20130130",103150,"Low Risk","Improper or defective plumbing"
71058,"20130130",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71065,"20141117",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71065,"20141117",103114,"High Risk","High risk vermin infestation"
71065,"20141117",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71065,"20141117",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71065,"20141117",103133,"Moderate Risk","Foods not protected from contamination"
71065,"20141117",103103,"High Risk","High risk food holding temperature "
71065,"20131210",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71065,"20131210",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71065,"20131210",103131,"Moderate Risk","Moderate risk vermin infestation"
71065,"20131210",103139,"Low Risk","Improper food storage"
71065,"20131210",103145,"Low Risk","Improper storage of equipment utensils or linens"
71065,"20131210",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71065,"20130731",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71065,"20130731",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71065,"20130731",103145,"Low Risk","Improper storage of equipment utensils or linens"
71065,"20130731",103161,"Low Risk","Low risk vermin infestation"
71065,"20130731",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71065,"20130731",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71065,"20121211",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71065,"20121211",103138,"Low Risk","Improper storage use or identification of toxic substances"
71065,"20121211",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71065,"20121211",103105,"High Risk","Improper cooling methods"
71065,"20121211",103103,"High Risk","High risk food holding temperature "
71065,"20121211",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
71065,"20121211",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71065,"20121211",103133,"Moderate Risk","Foods not protected from contamination"
71065,"20121211",103102,"High Risk","Unclean hands or improper use of gloves"
71065,"20130404",103102,"High Risk","Unclean hands or improper use of gloves"
71065,"20130404",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71065,"20130404",103114,"High Risk","High risk vermin infestation"
71067,"20130712",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
71067,"20130712",103139,"Low Risk","Improper food storage"
71067,"20130712",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71067,"20140311",103157,"Low Risk","Food safety certificate or food handler card not available"
71067,"20140311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71067,"20140311",103145,"Low Risk","Improper storage of equipment utensils or linens"
71067,"20140311",103142,"Low Risk","Unclean nonfood contact surfaces"
71067,"20140929",103141,"Low Risk","Improper food labeling or menu misrepresentation"
71067,"20140929",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71081,"20131104",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71081,"20131104",103138,"Low Risk","Improper storage use or identification of toxic substances"
71081,"20131104",103103,"High Risk","High risk food holding temperature "
71081,"20131104",103170,"High Risk","Mobile food facility not operating with an approved commissary"
71081,"20130514",103102,"High Risk","Unclean hands or improper use of gloves"
71081,"20130514",103145,"Low Risk","Improper storage of equipment utensils or linens"
71081,"20130514",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71081,"20130514",103103,"High Risk","High risk food holding temperature "
71081,"20130514",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71081,"20140609",103129,"Moderate Risk","Insufficient hot water or running water"
71081,"20140609",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71087,"20150812",103105,"High Risk","Improper cooling methods"
71087,"20130814",103142,"Low Risk","Unclean nonfood contact surfaces"
71087,"20130814",103120,"Moderate Risk","Moderate risk food holding temperature "
71087,"20130814",103105,"High Risk","Improper cooling methods"
71087,"20140610",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71087,"20140610",103139,"Low Risk","Improper food storage"
71088,"20131209",103115,"High Risk","Other high risk violation"
71088,"20130410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71126,"20130911",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71126,"20130911",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71126,"20130911",103134,"Moderate Risk","Other moderate risk violation"
71126,"20140407",103120,"Moderate Risk","Moderate risk food holding temperature "
71126,"20140407",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71126,"20140407",103162,"Low Risk","Other low risk violation"
71126,"20130103",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71126,"20130103",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71126,"20130103",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71126,"20130103",103168,"N/A",
71126,"20130103",103120,"Moderate Risk","Moderate risk food holding temperature "
71126,"20130103",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71126,"20141007",103150,"Low Risk","Improper or defective plumbing"
71126,"20141007",103139,"Low Risk","Improper food storage"
71126,"20141007",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71131,"20140109",103142,"Low Risk","Unclean nonfood contact surfaces"
71131,"20140109",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71131,"20140109",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71131,"20140109",103143,"Low Risk","Inadequate warewashing facilities or equipment"
71131,"20130415",103142,"Low Risk","Unclean nonfood contact surfaces"
71131,"20130415",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71131,"20140711",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
71131,"20140718",103102,"High Risk","Unclean hands or improper use of gloves"
71131,"20140711",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71131,"20140711",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71131,"20140718",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71131,"20140711",103131,"Moderate Risk","Moderate risk vermin infestation"
71132,"20150304",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71132,"20150304",103142,"Low Risk","Unclean nonfood contact surfaces"
71132,"20150304",103135,"Low Risk","No person in charge of food facility"
71132,"20150304",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71132,"20150304",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71132,"20150304",103108,"High Risk","Contaminated or adulterated food"
71132,"20150304",103114,"High Risk","High risk vermin infestation"
71132,"20131220",103114,"High Risk","High risk vermin infestation"
71132,"20131220",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71132,"20131220",103139,"Low Risk","Improper food storage"
71132,"20131220",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71132,"20131220",103142,"Low Risk","Unclean nonfood contact surfaces"
71132,"20140422",103142,"Low Risk","Unclean nonfood contact surfaces"
71132,"20140422",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71132,"20140422",103131,"Moderate Risk","Moderate risk vermin infestation"
71132,"20140422",103132,"Moderate Risk","Improper thawing methods "
71132,"20140422",103138,"Low Risk","Improper storage use or identification of toxic substances"
71132,"20121217",103103,"High Risk","High risk food holding temperature "
71132,"20121217",103161,"Low Risk","Low risk vermin infestation"
71132,"20121217",103142,"Low Risk","Unclean nonfood contact surfaces"
71133,"20130604",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71133,"20130604",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71133,"20130604",103120,"Moderate Risk","Moderate risk food holding temperature "
71133,"20130604",103142,"Low Risk","Unclean nonfood contact surfaces"
71133,"20130604",103132,"Moderate Risk","Improper thawing methods "
71133,"20140422",103142,"Low Risk","Unclean nonfood contact surfaces"
71133,"20140422",103131,"Moderate Risk","Moderate risk vermin infestation"
71133,"20140422",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71149,"20140306",103120,"Moderate Risk","Moderate risk food holding temperature "
71149,"20140306",103157,"Low Risk","Food safety certificate or food handler card not available"
71154,"20130709",103120,"Moderate Risk","Moderate risk food holding temperature "
71154,"20130709",103141,"Low Risk","Improper food labeling or menu misrepresentation"
71154,"20130709",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71154,"20140528",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71154,"20140528",103139,"Low Risk","Improper food storage"
71168,"20150311",103114,"High Risk","High risk vermin infestation"
71168,"20150311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71168,"20150311",103147,"Low Risk","Inadequate ventilation or lighting"
71168,"20150311",103133,"Moderate Risk","Foods not protected from contamination"
71168,"20150311",103132,"Moderate Risk","Improper thawing methods "
71168,"20150311",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
71168,"20150311",103129,"Moderate Risk","Insufficient hot water or running water"
71168,"20150311",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71168,"20150311",103105,"High Risk","Improper cooling methods"
71168,"20150311",103102,"High Risk","Unclean hands or improper use of gloves"
71168,"20140306",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71168,"20140306",103105,"High Risk","Improper cooling methods"
71168,"20140306",103103,"High Risk","High risk food holding temperature "
71168,"20140306",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71168,"20130107",103162,"Low Risk","Other low risk violation"
71174,"20150407",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71174,"20150407",103139,"Low Risk","Improper food storage"
71174,"20150407",103120,"Moderate Risk","Moderate risk food holding temperature "
71174,"20130812",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71174,"20130812",103147,"Low Risk","Inadequate ventilation or lighting"
71174,"20130812",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71174,"20140403",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71174,"20140403",103161,"Low Risk","Low risk vermin infestation"
71174,"20140403",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71174,"20140403",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71176,"20150408",103102,"High Risk","Unclean hands or improper use of gloves"
71176,"20150408",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71176,"20150408",103103,"High Risk","High risk food holding temperature "
71176,"20150408",103114,"High Risk","High risk vermin infestation"
71176,"20150408",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71176,"20150408",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71176,"20150408",103133,"Moderate Risk","Foods not protected from contamination"
71176,"20150408",103132,"Moderate Risk","Improper thawing methods "
71176,"20131016",103132,"Moderate Risk","Improper thawing methods "
71176,"20131016",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71176,"20131016",103103,"High Risk","High risk food holding temperature "
71176,"20131016",103133,"Moderate Risk","Foods not protected from contamination"
71176,"20140521",103102,"High Risk","Unclean hands or improper use of gloves"
71176,"20140521",103150,"Low Risk","Improper or defective plumbing"
71176,"20140521",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71176,"20140521",103133,"Moderate Risk","Foods not protected from contamination"
71176,"20140521",103131,"Moderate Risk","Moderate risk vermin infestation"
71176,"20140521",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71176,"20140611",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71176,"20140611",103161,"Low Risk","Low risk vermin infestation"
71176,"20140521",103103,"High Risk","High risk food holding temperature "
71187,"20140813",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71187,"20140813",103139,"Low Risk","Improper food storage"
71187,"20140813",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71187,"20140813",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71207,"20130905",103103,"High Risk","High risk food holding temperature "
71207,"20130905",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71207,"20130905",103161,"Low Risk","Low risk vermin infestation"
71207,"20130905",103103,"High Risk","High risk food holding temperature "
71207,"20130905",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71207,"20130905",103161,"Low Risk","Low risk vermin infestation"
71207,"20140317",103139,"Low Risk","Improper food storage"
71207,"20140317",103133,"Moderate Risk","Foods not protected from contamination"
71207,"20140317",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
71232,"20150428",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71232,"20150428",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71232,"20150428",103133,"Moderate Risk","Foods not protected from contamination"
71232,"20150428",103145,"Low Risk","Improper storage of equipment utensils or linens"
71232,"20150428",103147,"Low Risk","Inadequate ventilation or lighting"
71232,"20150428",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71232,"20150428",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71232,"20150428",103159,"Low Risk","Worker safety hazards"
71232,"20150428",103156,"Low Risk","Permit license or inspection report not posted"
71232,"20140403",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
71232,"20140403",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71232,"20140403",103139,"Low Risk","Improper food storage"
71232,"20140403",103142,"Low Risk","Unclean nonfood contact surfaces"
71232,"20140403",103120,"Moderate Risk","Moderate risk food holding temperature "
71232,"20140403",103147,"Low Risk","Inadequate ventilation or lighting"
71232,"20140403",103132,"Moderate Risk","Improper thawing methods "
71232,"20130328",103131,"Moderate Risk","Moderate risk vermin infestation"
71232,"20130328",103156,"Low Risk","Permit license or inspection report not posted"
71232,"20130328",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71232,"20130328",103142,"Low Risk","Unclean nonfood contact surfaces"
71232,"20130328",103139,"Low Risk","Improper food storage"
71232,"20130328",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71232,"20130328",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71232,"20130328",103147,"Low Risk","Inadequate ventilation or lighting"
71286,"20141208",103120,"Moderate Risk","Moderate risk food holding temperature "
71286,"20141208",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71286,"20141208",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71286,"20141208",103139,"Low Risk","Improper food storage"
71286,"20131118",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71286,"20131118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71286,"20131118",103120,"Moderate Risk","Moderate risk food holding temperature "
71286,"20130521",103139,"Low Risk","Improper food storage"
71286,"20130521",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71286,"20130521",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71286,"20140519",103120,"Moderate Risk","Moderate risk food holding temperature "
71287,"20130613",103161,"Low Risk","Low risk vermin infestation"
71287,"20130613",103147,"Low Risk","Inadequate ventilation or lighting"
71292,"20130412",103157,"Low Risk","Food safety certificate or food handler card not available"
71292,"20130412",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71292,"20130412",103139,"Low Risk","Improper food storage"
71301,"20141201",103120,"Moderate Risk","Moderate risk food holding temperature "
71301,"20141201",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
71301,"20140418",103147,"Low Risk","Inadequate ventilation or lighting"
71301,"20140418",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71301,"20140418",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71301,"20130320",103161,"Low Risk","Low risk vermin infestation"
71301,"20130320",103157,"Low Risk","Food safety certificate or food handler card not available"
71301,"20130320",103139,"Low Risk","Improper food storage"
71301,"20130320",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71310,"20150109",103150,"Low Risk","Improper or defective plumbing"
71310,"20150109",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
71310,"20150109",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71310,"20150109",103145,"Low Risk","Improper storage of equipment utensils or linens"
71310,"20150109",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71310,"20150109",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71310,"20150109",103142,"Low Risk","Unclean nonfood contact surfaces"
71310,"20150109",103133,"Moderate Risk","Foods not protected from contamination"
71310,"20150109",103131,"Moderate Risk","Moderate risk vermin infestation"
71311,"20150430",103129,"Moderate Risk","Insufficient hot water or running water"
71312,"20150311",103138,"Low Risk","Improper storage use or identification of toxic substances"
71312,"20130729",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71312,"20130729",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
71312,"20130729",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71312,"20140514",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71312,"20140514",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71314,"20150112",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71314,"20150112",103103,"High Risk","High risk food holding temperature "
71314,"20150112",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71314,"20150112",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71314,"20150112",103133,"Moderate Risk","Foods not protected from contamination"
71314,"20150112",103114,"High Risk","High risk vermin infestation"
71314,"20150112",103139,"Low Risk","Improper food storage"
71314,"20150112",103141,"Low Risk","Improper food labeling or menu misrepresentation"
71314,"20150112",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71314,"20130723",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71314,"20130723",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71314,"20130723",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71314,"20130723",103142,"Low Risk","Unclean nonfood contact surfaces"
71314,"20130723",103133,"Moderate Risk","Foods not protected from contamination"
71314,"20130723",103139,"Low Risk","Improper food storage"
71314,"20130724",103102,"High Risk","Unclean hands or improper use of gloves"
71314,"20130723",103131,"Moderate Risk","Moderate risk vermin infestation"
71314,"20130723",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71314,"20130723",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71314,"20130723",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71314,"20130723",103103,"High Risk","High risk food holding temperature "
71314,"20140402",103142,"Low Risk","Unclean nonfood contact surfaces"
71314,"20140402",103103,"High Risk","High risk food holding temperature "
71314,"20140402",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71314,"20140402",103114,"High Risk","High risk vermin infestation"
71314,"20140402",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71314,"20140402",103129,"Moderate Risk","Insufficient hot water or running water"
71314,"20140402",103139,"Low Risk","Improper food storage"
71314,"20140402",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71314,"20140402",103145,"Low Risk","Improper storage of equipment utensils or linens"
71314,"20140402",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71318,"20140107",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71318,"20130530",103142,"Low Risk","Unclean nonfood contact surfaces"
71318,"20130530",103161,"Low Risk","Low risk vermin infestation"
71318,"20140611",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71320,"20150611",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71320,"20150611",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71320,"20150611",103120,"Moderate Risk","Moderate risk food holding temperature "
71320,"20150611",103114,"High Risk","High risk vermin infestation"
71320,"20131211",103120,"Moderate Risk","Moderate risk food holding temperature "
71320,"20131211",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71320,"20130710",103131,"Moderate Risk","Moderate risk vermin infestation"
71320,"20130710",103120,"Moderate Risk","Moderate risk food holding temperature "
71320,"20140613",103103,"High Risk","High risk food holding temperature "
71320,"20140613",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71320,"20140613",103131,"Moderate Risk","Moderate risk vermin infestation"
71320,"20140613",103157,"Low Risk","Food safety certificate or food handler card not available"
71327,"20130916",103103,"High Risk","High risk food holding temperature "
71327,"20130916",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71327,"20130916",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
